
S0-T0, S0-T1, S0-T2, S0-T3, S0-T4, S0-T5, S0-T6, S0-T7, S0-T8, S0-T9, S0-T10, S0-T11, S0-T12, S0-T13, S0-T14, S0-T15, S0-T16, S0-T17, S0-T18, S0-T19, S0-T20, S0-T21, S0-T22, S0-T23, S0-T24, S0-T25, S0-T26, S0-T27, S0-T28, S0-T29, S1-T0, S1-T1, S1-T2, S1-T3, S1-T4, S1-T5, S1-T6, S1-T7, S1-T8, S1-T9, S1-T10, S1-T11, S1-T12, S1-T13, S1-T14, S1-T15, S1-T16, S1-T17, S1-T18, S1-T19, S1-T20, S1-T21, S1-T22, S1-T23, S1-T24, S1-T25, S1-T26, S1-T27, S1-T28, S1-T29, 
nice (0.003052152882431727), earbud (0.0029428780276248624), bit (0.0028761556992788566), hour (0.002912317254549676), nice (0.0030047384105434654), head (0.003117567130794821), nice (0.0028856731853826954), devic (0.002924707570035343), around (0.0028891951934495886), hear (0.0030554675899989773), bit (0.0030177562503809993), ive (0.0029379970879016186), volum (0.0029460007826154233), come (0.003014142234627732), case (0.0028994313060156265), head (0.002937006538807518), look (0.003039777323869184), around (0.002950426658320159), dont (0.0029629917902379544), feel (0.002956888875365595), bluetooth (0.0029962350650025783), rang (0.0028813786881366414), head (0.0029189872650895584), hour (0.002952737753624766), bit (0.0029775466808845694), hear (0.0028644275893880515), ive (0.0029184816855703072), differ (0.002811557181561696), ive (0.003082239241334987), wire (0.0029180025843610607), bought (0.00392242425714898), side (0.0034568884200466194), disappoint (0.0035700174600715143), wast (0.0034071930507194943), replac (0.0037622510394122602), disappoint (0.0035403981002161693), earbud (0.003786752728581221), featur (0.0036435537798810867), cord (0.003574666562711821), cost (0.0036235312240604505), even (0.003997296403971319), dont (0.0035725179290469703), didnt (0.0036991944092900717), even (0.0038064758094631767), seem (0.003639946059597202), soni (0.0036913337487134395), tri (0.003505843908758373), hope (0.003654790415930799), headset (0.0036045805839241673), compani (0.0033302390725048355), well (0.003830317832392418), bluetooth (0.004177697925215968), wire (0.0034691201355327088), plug (0.0037549662262035435), replac (0.003723960632585892), could (0.0035308117393470836), technolog (0.0038359038415379234), found (0.0033403556450160967), start (0.0034055093142597082), piec (0.0038478653982206637), 

differ (0.0030480731056554073), product (0.0029428780276248624), control (0.0028097098558263083), around (0.002902169807312571), littl (0.0029655887231244907), cord (0.0030983821017013507), product (0.0028856731853826954), product (0.0028847798202624696), product (0.00286244338526882), cord (0.0030462920113723062), come (0.0030079900486042047), bit (0.0028997169942916053), nice (0.002907864848907743), littl (0.003014142234627732), come (0.0028825741467647385), case (0.002872959665229354), head (0.003013870130024592), plug (0.002830189831446568), bit (0.002925721452069967), soni (0.002889025849749056), around (0.002968406255479028), bit (0.002864329109590809), littl (0.0028995920002188244), around (0.0029428623761887257), differ (0.002941124090390859), head (0.002827347619381264), differ (0.0029184816855703072), devic (0.002776739134880754), bluetooth (0.0030098376459635973), feel (0.002844362138245189), wire (0.0039104045586902), know (0.0034568884200466194), could (0.0035555931325315002), could (0.003380424949571192), tri (0.0037622510394122602), read (0.0035332457735972205), buy (0.0037784605632688786), devic (0.0036335072069158146), design (0.003562438498953327), bad (0.0036235312240604505), hear (0.003997296403971319), cord (0.0035697049205886586), better (0.003687835561197218), cabl (0.0038021404106649286), plastic (0.003637102349516493), left (0.0036882081459409448), month (0.0034751805286064195), charg (0.0036465403153868236), still (0.003589912896229982), think (0.003316199266937947), cord (0.0038273136591872687), earphon (0.0038546572047282964), much (0.003458423967903967), power (0.0037422050727065445), listen (0.0037204867854716823), come (0.0035272088665489), headset (0.0038310543994507173), part (0.0033403556450160967), cheap (0.003400559438875791), seem (0.003843943003398426), 

high (0.003036433742499438), nice (0.0029008369114278724), hear (0.0027717408024248522), differ (0.0028717274656012556), plug (0.002955801301269747), nice (0.0029736794125937945), ive (0.0028665627662972652), around (0.0028548340079328142), hear (0.002844608846481641), feel (0.00300958969686562), volum (0.002978691443273821), come (0.0028805769474865984), want (0.002888796882053903), player (0.0027789963781134743), bit (0.0028488598282629617), come (0.0028455110051244263), nice (0.0029102413546462243), head (0.002830189831446568), best (0.002897768698443977), littl (0.0028793311318038367), volum (0.002931301176114294), come (0.002855804320317893), nice (0.002889894367783458), case (0.002923111621316645), case (0.0028682789094034386), differ (0.0028180776268795673), volum (0.0028789090511906297), bit (0.0027680346232105187), soni (0.0028340052000616505), dont (0.002816746970951737), buy (0.0039104045586902), plug (0.003452982327022733), know (0.003551987050646497), bluetooth (0.003380424949571192), listen (0.0037584080824333336), receiv (0.003522517283668798), happen (0.003549043989627408), cancel (0.0036201117762954516), year (0.00354205839268917), place (0.003613549035213462), last (0.003993213359551487), listen (0.003561265895213725), buy (0.003680262995801982), much (0.0037978050118666804), plug (0.0036285712192743666), plug (0.0036819569403959552), poor (0.003288644966015367), made (0.003642415265114836), realli (0.0035752452085357966), read (0.003316199266937947), still (0.0038273136591872687), read (0.003850291789586571), poor (0.0031767582203471), back (0.003713492477338297), receiv (0.0034286836278780513), buy (0.0035272088665489), old (0.0038213555152763054), side (0.0033328238312372396), audio (0.0033956095634918733), bud (0.00383609821375395), 

rang (0.003015674878314049), head (0.002890326632378625), around (0.0027337717490233957), nice (0.0028514325711270455), differ (0.0029460138794150034), differ (0.002954494383500324), bit (0.0028665627662972652), come (0.0028348701330463775), tri (0.0028356915770880514), differ (0.002972887382358934), tri (0.0029493928379434376), hear (0.002842296853876585), around (0.002879262898626983), plug (0.002768307930090099), soni (0.002781431191259408), still (0.0028272118983878078), plug (0.0028670626982385708), come (0.002830189831446568), still (0.0028698159448179864), come (0.002850246977968177), case (0.0028849198269083765), still (0.0028131803739533125), could (0.002831708573171256), bluetooth (0.0028638593567004034), nice (0.002822750671286301), come (0.0027439176868659923), feel (0.002859122734000791), ive (0.002741921088199812), cord (0.0028029759449024836), hear (0.0027431065248358652), time (0.0038422929340904484), break (0.003452982327022733), make (0.0035303505593364762), pad (0.0033613048773224042), earbud (0.0037545651254544065), see (0.003522517283668798), piec (0.0035407518243150654), warranti (0.00361341406098527), bad (0.003228204756221158), bass (0.003603566846366474), first (0.003985047270711823), set (0.003558452886755413), usual (0.003369787814597307), nois (0.0037717926190771905), hour (0.003622883799112949), ive (0.003678831337623461), custom (0.0032860896843360373), realli (0.0036135399132109225), cushion (0.0032672237669579005), break (0.0033133913058245694), know (0.0035599422439289625), nois (0.0038371955441613955), klipsch (0.0031767582203471), disappoint (0.0034742208492695684), apart (0.0034182620865354217), make (0.0035164002481543493), turn (0.0038213555152763054), fit (0.0033177602036795263), side (0.0033906596881079563), price (0.0038086414499982836), 

hour (0.002950878423631332), around (0.0028587957952308824), plug (0.0026483413788701195), hear (0.0028006953349415204), ive (0.0028187773953033354), earbud (0.0028969392962199135), head (0.00285700755675455), littl (0.002804924320716722), right (0.0028089397689072828), best (0.0029361850678522486), product (0.002871263223729082), case (0.002794446736864069), differ (0.002869728915200063), around (0.002746931034043348), head (0.0027561454523830757), bit (0.0027997632382828802), tri (0.0028584269669570403), cord (0.002830189831446568), head (0.002851180775733993), rang (0.0028017733882420783), bit (0.0028663672872260093), around (0.0028046555846803966), product (0.0027735227785590545), ive (0.0028342332243922823), plug (0.0027954337284160184), littl (0.002734647694364295), tri (0.0028294432582160333), right (0.002741921088199812), tri (0.0028029759449024836), hour (0.0027431065248358652), bad (0.00356984643569144), connect (0.003449076233998846), earbud (0.0035231383955664696), two (0.0033613048773224042), music (0.00375072216847548), batteri (0.003518941120359324), first (0.003526931548794495), still (0.003556483480848727), point (0.003224128734968327), want (0.0036002394500841447), differ (0.0036175732729269235), rang (0.0033334122100905045), peopl (0.003369787814597307), purchas (0.0037371094286912047), phone (0.003543259916853102), cabl (0.003678831337623461), ive (0.0032809791209773786), day (0.0036094148629389347), line (0.0032672237669579005), seem (0.0033077753835978143), ive (0.003550929724313514), bass (0.00383283012901967), ever (0.0031731928311375195), loud (0.0034710305608953184), star (0.0034078405451927916), back (0.0035127973753561656), order (0.003816506073189099), look (0.0033139942967900975), feel (0.003385709812724039), poor (0.003494849864219243), 

head (0.0028914816735055083), bit (0.002806244399984645), rang (0.002600880062118299), bit (0.0028006953349415204), tri (0.0027600528641748734), bit (0.002829791694392768), right (0.0027901210899555443), hour (0.002804924320716722), differ (0.002782187960726514), right (0.0029361850678522486), bluetooth (0.0028419646183986983), nice (0.002775306690059062), right (0.002850660948346223), differ (0.0027255541379965975), around (0.0027561454523830757), tri (0.002735716364704716), case (0.002797976847986325), differ (0.0028209408447639845), cord (0.0028045928530240094), cord (0.0027823839523516383), come (0.002838538477702459), connect (0.0027961307954074803), tri (0.0027735227785590545), tri (0.0028342332243922823), ive (0.0027863280807925907), tri (0.002734647694364295), littl (0.002819550099621114), wear (0.002733216576529577), head (0.002782289774796372), still (0.002715491357542413), klipsch (0.00356984643569144), speaker (0.003449076233998846), star (0.0035231383955664696), audio (0.003357480862872647), purchas (0.0037353503405597732), could (0.0035153649570498495), could (0.0035186393834821528), wast (0.0033153657296821925), there (0.0032200527137154953), back (0.003593584657519486), play (0.003613490228507091), return (0.0033165341593406365), call (0.0033470701184115993), problem (0.003433631512813826), ive (0.003366949891849156), year (0.0036725801320784714), headset (0.0032707579942600606), cord (0.0036094148629389347), cost (0.0032488891573401687), cord (0.003302159461371059), last (0.003538913031492916), speaker (0.003435577351122668), doesnt (0.0031624966635087778), speaker (0.003464649984146819), cord (0.0034043666980785817), headset (0.0035055916297597987), want (0.003816506073189099), hear (0.0033139942967900975), expect (0.003385709812724039), run (0.003479160284930291), 

speaker (0.002820085579919922), right (0.002764203283787655), wear (0.0025818955354175712), tri (0.0027601055459931002), frequenc (0.0027502654423201297), case (0.0028010141507525625), case (0.002742345042241969), design (0.002745032696057412), frequenc (0.002782187960726514), tri (0.002780200231198834), right (0.0027833674077379312), plug (0.0027370265964490486), hear (0.002822058998065463), devic (0.0027255541379965975), want (0.0027477168727576312), product (0.0027265668113364066), product (0.0027893411167047946), ive (0.0027839448980336487), plug (0.0027859576839400157), tri (0.002666047337009001), right (0.002838538477702459), plug (0.0027876060061345644), long (0.002763825146123688), come (0.0028046070920841612), could (0.0026679546616880326), around (0.002725377701862598), nice (0.002760191148051598), case (0.002715807553189106), connect (0.0027305743495310937), ive (0.002706286301777929), ever (0.0035658398695385136), ive (0.003441264047951073), seem (0.0035231383955664696), phone (0.003349832833973132), bad (0.0034240708252667104), ive (0.003508212630430901), enough (0.003272638479215997), mani (0.0032952725837516483), materi (0.003215976692462664), way (0.0035902572612371564), fine (0.003613490228507091), bought (0.003313721150882325), plastic (0.0033394975530163635), technolog (0.0034249607152173297), second (0.003366949891849156), also (0.0036663289265334823), set (0.003265647430901402), earphon (0.0036011647623949592), old (0.003241555313493076), wire (0.003299351500257681), two (0.003538913031492916), stereo (0.003435577351122668), money (0.0031624966635087778), star (0.00345507911902407), back (0.003400892850964372), plug (0.0031849359507214623), music (0.003811656631101893), hour (0.0033139942967900975), music (0.00336591031118837), see (0.003475237890108053), 
